"","df$Narrative","df$VessSz","df$VessSpd"
"476","Lactating female. Free-swimming with line through mouth. Line exiting right mouth to bitter end at pectoral and exiting left mouth and trailing 90ft. Disentangled. Found in a new entanglement on 19Oct2016.",NA,NA
"477","Fisher reported whale anchored in his gear. Lactating female with line through mouth, twisted together and leading to depth. Disentangled. Resights indicate healthy.",NA,NA
"478","Encounter witnessed. Free-swimming with monofilament draped across the rostrum. Attachment point(s) unknown. Resighted gear free. Reproductively successful.",NA,NA
"479","Free-swimming trailing red buoy from unknown attachment point(s)",NA,NA
"480","UME. Floating carcass landed on 12Sep. Evidence of constricting entanglement at fluke insertion, empty stomach, and thin blubber layer indicative of chronic entanglement. State of decomposition precludes determination of COD, but EN most parsimonious. Histopathology reports support COD=EN",NA,NA
"481","Lactating female. Free-swimming with buoy line through her mouth. Buoys trail along both sides of her body. No trailing line visible, unclear if weight present on line exiting right mouth. Resighted March 2017 gear free.",NA,NA
"482","Anchored with line through mouth and buoy 60ft aft of flukes. Disentangled.",NA,NA
"483","Free-swimming with monofilament trailing from flukes with unknown attachment point(s). Confirmed gear free in 2017.",NA,NA
"484","Free-swimming with monofilament trailing from flukes with unknown attachment point(s). Confirmed gear free in 2017.",NA,NA
"485","Entrapped in weir. Released on 30Sep2016. Sighted entangled on 16Oct2016, carcass found on 28Oct2016.",NA,NA
"486","Free-swimming with 2 strands of monofilament training from right fluke. Attachment point(s) unknown. Confirmed gear free in 2017.",NA,NA
"487","UME. Free-swimming with line through mouth, over back, and trailing buoy along right side. Full configuration unknown. Confirmed as same individual released from a weir on 27Sep2016. Carcass found on 28Oct2016. Likely brought into port on bow of vessel. No necropsy conducted, but extensive entanglement - line through mouth with constricting wraps on both flippers, body, and peduncle. Unable to determine if animal was live or dead when it came into contact with vessel (unwitnessed/unreported). No necropsy, but entanglement as COD is most parsimonious. Possible that ultimate COD was VS, but can't confirm. At the very least Proximate COD=EN",NA,NA
"488","Lactating female. Line through mouth with both ends trailing 50-60ft aft of flukes. Dependent calf was interacting with entangling gear, but did not become entangled. Disentangled. Healthy resights.",NA,NA
"489","Initial configuration unknown, resighted next day in the same area, indicating anchored, but unable to confirm. Float line under the peduncle and over each fluke blade - no wraps. Animal broke free. Some gear recovered, unable to confirm gear free.",NA,NA
"490","Free-swimming with monofilament over peduncle and trailing from flukes. Attachment point(s) unknown.",NA,NA
"491","Free-swimming with line wrapping left flipper and flukes and trailing. Full configuration unclear.",NA,NA
"492","Free-swimming with high flier near flukes, attachment point(s) and configuration unknown.",NA,NA
"493","Anchored by 2 wraps around the peduncle. Disentangled on 11Dec2016.",NA,NA
"494","UME. Floating carcass documented with blue paint and indications of possible entanglement. Resighted 17Dec. Landed in NC on 19Dec. Necropsied on 21Dec. Confirmed to be separate from the 11Dec HUWH in Chesapeake Bay. Evidence of constricting wraps around the body, peduncle, and flukes. GI tract full of whole to digested menhaden. COD=dry drowning due to entanglement.",NA,NA
"495","Free-swimming with line around tail and buoy trailing. Reported on 21Dec. Full configuration unknown.",NA,NA
"496","Moment of entanglement witnessed. Initially mouth, peduncle and fluke were involved, but configuration resolved to line through mouth, over back, with 2 lines and buoy trailing 150ft, no wraps. Disentangled.",NA,NA
"497","Full configuration unknown - bullet buoy, high-flyer, & netting on head. Reporter observed fisher haul gear & whale appeared to swim off gear free. Gear inspected - found no significant missing portion or damage. No photos taken.",NA,NA
"498","UME. Live stranded & died. No gear present. Partial necropsy - thin body condition, pneumonia, infection, parasites, evidence of recent entanglement at pectoral and fluke insertions with associated hemorrhaging. Proximate COD=EN is most parsimonious.",NA,NA
"499","Free-swimming with hook & monofilament trailing from right fluke blade. Attachment point unclear. Resighted on 28Jul2017, but did not raise flukes. No additional resights.",NA,NA
"500","Dependent calf free-swimming with green lure & monofilament on left fluke blade. Attachment point(s) unknown. Confirmed gear free & resights healthy.",NA,NA
"501","Lactating female, free-swimming w/ monofilament on tip of left fluke blade. Attachment point(s) unknown. Seen earlier in the day with no gear. Shed gear & healthy resights.",NA,NA
"502","Free-swimming with monofilament trailing from left fluke blade. Attachment point(s) unknown. Resighted gear free & healthy.",NA,NA
"503","Dependent calf with gillnet exiting right side of mouth. Evidence of unwitnessed extensive entanglement. Sighted with injuries on 22Jul2017, but gear not visible at that time, so unable to confirm if that is 1st EN sighting. Subsequent sightings showed gear shifting through mouth & over rostrum and animal condition deteriorating. Carcass found on 24Feb2018. Unable to determine if gear was still present. Carcass tagged, but scavenged by sharks so quickly that it was unable to be recovered for necropsy. Proximate COD - entanglement. Ultimate COD - unknown.",NA,NA
"504","Dependent Calf. Seen earlier in the day gear free. WW believes witnessed encounter based on behavior changes. Calf with line looped over right pectoral and buoy trailing 75ft aft of flukes. Confirmed to have shed gear & resights indicate healthy. Seen with subsequent entanglement on 18Aug2017",NA,NA
"505","Free-swimming with monofilament trailing down both sides of its body and off the flukes. Attachment point(s) and full configuration unknown. Resights indicate gear free & healthy.",NA,NA
"506","Free-swimming with monofilament trailing from right trailing edge of fluke, no wraps. Resighted gear free over the next few days.",NA,NA
"507","Dependent calf. Free-swimming with blue monofilament draped over dorsal fin. Attachment point(s) unknown, line shifting during observation. Confirmed to have shed gear & resights indicate healthy.",NA,NA
"508","Free-swimming with buoy trailing 10ft aft of flukes. Attachment point(s) unknown. Resighted on 11Sep2017 with buoy 30-50ft aft. No resights.",NA,NA
"509","Single line wrapping peduncle & left fluke blade and slowly dragging heavy gear. Disentangled.",NA,NA
"510","Carcass on beach. Severe, extensive, constricting entanglement. Gear deeply embedded aft of blowholes and at fluke insertion. Fisher based out of North Sydney, Cape Breton, NS.",NA,NA
"511","Anchored in 3 sets of gear. Disentangled.",NA,NA
"512","Anchored in gear. Fisher responded later that day and animal was not relocated. When fisher hauled gear 10 pots & buoyline missing from 30 pot trawl.",NA,NA
"513","Free-swimming with wrap of line around left pectoral, line trailed under body & over right fluke blade. One line ending at buoy and one ending at a pot. Partially disentangled. Left with 60ft of line draped over pectoral that is expected to shed. Seen on 13Sep with new injuries, but no gear visible so unable to confirm this is an earlier 1st entanglement sighting. Resighted 18Oct - no gear noted, but photo analysis pending. No additional resights.",NA,NA
"514","Dependent calf. Free-swimming with line through mouth that twists together in a bridle under the jaw. Likely to become constricting as animal grew. Ends trail to buoys, but full configuration is unclear. Confirmed gear free in August 2018",NA,NA
"515","Free-swimming with monofilament loosely looped over and trailing from left fluke tip. Sighted with a subsequent entanglement on 21Oct2017. Unable to confirm if the monofilament had been shed at that point.",NA,NA
"516","Free-swimming with portion of gillnet panel through mouth and tightly wrapping head and rostrum. Animal actively feeding. Resighted in 2018 with same configuration. Indications of slight health decline. Disentanglement attempt successful in cutting the rostrum wrap leaving bitter ends trailing from both mouthlines. Confirmed gear free 23Sep2018",NA,NA
"517","Anchored in gear. Ad hoc disentanglement conducted by harbor master.",NA,NA
"518","Free-swimming with white, fender-type buoy close to right flank. Full configuration unknown. No photos.",NA,NA
"519","Anchored in gear. Disentangled.",NA,NA
"520","Free-swimming with buoy in tow. Full configuration unknown. Seen with a previous monofilament entanglement on 03Oct2017, unable to determine if had shed that gear.",NA,NA
"521","Free-swimming with monofilament trailing from right fluke. Attachment point(s) unknown.",NA,NA
"522","Fisher reported entangled in 25 trap trawl, between the 2 balloons. Attachment point at the fluke/peduncle, appeared anchored. Cut lines, appeared gear free, but no confirmation that all gear recovered.",NA,NA
"523","Free-swimming. Bridle in the mouth with right side leading to two buoys.  Left side leading down to weighted line.  Lines exiting the mouth entangled together near the peduncle. Disentangled, healthy resights.",NA,NA
"524","Free-swimming with line through mouth, open bridle, and trailing approximately one body length beyond flukes. Confirmed gear free the following day. Healthy resights.",NA,NA
"525","Free-swimming with thick, yellow monofilament trailing from flukes. Attachment points & full configuration unknown. Response team relocated, no gear visible, likely gear free but unable to confirm. Subsequent sightings confirm shed gear & healthy.",NA,NA
"526","Free-swimming dependent calf with multiple head wraps with line likely through mouth. Partially disentangled - short sections of line in baleen likely to shed. Confirmed gear free on 21Aug.",NA,NA
"527","Free-swimming with deeply embedded line at insertion of flukes with line trailing, buoy pinned near fluke. Partial disentanglement - remaining gear held in place by wounds, hope will shed. Compromised health - widespread cyamids, skin pitting. No resights.",NA,NA
"528","Free-swimming with line crossing over back. Resighted on 28Jul and 30Jul off Virginia beach. Emaciated with line over back, a bundle of line by right shoulder, and line around peduncle. Suspect attachment points are mouth and/or flippers, but can't confirm. No resights",NA,NA
"529","Observed interaction with rod & reel gear. Unclear which whale involved (both reacted strongly) & if either carried away any gear. Suspect scraped by hook, but likely not attached. Unable to confirm. Satellite tagged on Cardhu deployed as part of CCS research. Cardhu seen in a second entanglement on 30Jul18. Orbit resight confirm gear free.",NA,NA
"530","Observed interaction with rod & reel gear. Unclear which whale involved (both reacted strongly) & if either carried away any gear. Both subsequently sighted gear free.",NA,NA
"531","Free-swimming with monofilament trailing. Attachment point(s) and configuration unknown. Shed Gear. Healthy resights",NA,NA
"532","Free-swimming with monofilament trailing from left fluke. Attachment point(s) and configuration unknown. No resights.",NA,NA
"533","Entrapped in weir. Fisher attempted to remove with seine and it became entangled in the gear. Fisher successfully released before response team arrived. No photos/documentation.",NA,NA
"534","Deeply embedded line around peduncle at fluke insertion, partially severing flukes.",NA,NA
"535","Free-swimming with line through mouth exiting right and trailing aft, exiting left and leading to multiple constricting wraps around left pectoral, then trailing 3-4ft. Partially embedded in flipper, large raw wound.",NA,NA
"536","Commercial F/V reported whale entangled in their anchoring system: 75lb anchor + 550ft of line + mooring ball. Configuration changed throughout: Open bridle through mouth became closed bridle with multiple peduncle wraps. Partial disentanglement - removed mooring ball, anchor & jumble of line aft of flukes. Final configuration = closed bridle trailing to a small jumble of line @ flukes. Full configuration unknown. Unlikely to shed.",NA,NA
"537","Lactating female. Entanglement witnessed. Monofilament draped over left fluke blade and trailing 50ft, no wraps.  Partially disentangled on 9Aug - shortened trailing line to 15ft aft of flukes. Confirmed gear free on 10Aug. Healthy resights.",NA,NA
"538","Lactating female. Free-swimming with single line through mouth and trailing 75-100ft from each side. No wraps.",NA,NA
"539","Free-swimming, emaciated whale with constricting and embedded wraps at fluke insertion and on left fluke blade. Swimming by use of flippers not flukes.",NA,NA
"540","Free-swimming with line through mouth and joining in a small jumble underneath body. Multiple resights indicate entanglement still present through November 2018, but health stable. Confirmed gear free in August 2019",NA,NA
"541","Free-swimming with monofilament line over left fluke with unknown attachment point(s). Discovered during photo analysis. Confirmed shed gear on or before 17Aug. Healthy resights.",NA,NA
"542","Event witnessed. Free-swimming lactating female with dependent calf. Unclear which made contact with gear, but both responded by charging through the water. Fisher let line payout before it parted. Unclear which animal is carrying the gear or what the attachment point(s) and configuration is. Confirmed gear free from this event on 14Sep when documented in separate monofilament event.",NA,NA
"543","Event witnessed. Animal documented entrapped in seine. Response team relocated animal free-swimming with minor abrasions and not carrying any gear.",NA,NA
"544","Event witnessed. Entrapped in seine for a few minutes. Self released. Did not appear to become entangled in or carry away any of the gear.",NA,NA
"545","Event witnessed. Recreational fisher trawled gear over whale as it was logging. Hook and lure snagged on her back. Resighted later the same day and confirmed to have shed gear. Healthy resights.",NA,NA
"546","Free-swimming. Monofilament trailing from right fluke. Unknown attachment point(s) and configuration. Resights confirm gear free.",NA,NA
"547","Free-swimming with netting, line, and floats around peduncle - full configuration unknown. Reportedly disentangled by recreational boater, but unable to confirm. Resighted gear free on 03Sep behaving ""abnormally"". Carcass found 07Sep with no gear. Landed 21Sep. No necropsy.  Primary COD = EN most parsimonious based on timeline and abnormal behavior. Ultimate COD = unknown",NA,NA
"548","Event witnessed. Animal made contact with floatline but swam out free of gear after fishers lowered net. Healthy resights",NA,NA
"549","Event witnessed. Animal self-released from seine.",NA,NA
"550","Free-swimming with open bridle of line through mouth, one ending in a hog-ringed eye and the other ending in a surface system including a buoy. Partially disentangled - shortened lines on both sides to trail to just forward of the flukes. Confirmed gear free 15Nov18",NA,NA
"551","Event witnessed. Monofilament from unknown attachment point(s) trailing over left fluke. Full configuration unknown. Resights indicate shed gear.",NA,NA
"552","Free-swimming with monofilament trailing over left fluke from unknown attachment point(s). Seen earlier in the day - no gear visible at that point, likely gear free, but unable to confirm. Resights indicate shed gear.",NA,NA
"553","Floating carcass, hogtied in gear. No necropsy, but extensive constricting entanglement.",NA,NA
"554","Free-swimming with line and buoy trailing. Full configuration unknown.",NA,NA
"555","Free-swimming lactating female. Line looped around left fluke tip, no additional attachment points or wraps. Presence of line appeared to interfere with nursing. Partially disentangled - removed 250+ ft of line. Expect to shed remainder. Calf resumed nursing after gear removed. Confirmed gear free & healthy.",NA,NA
"556","Free-swimming with 2-3 buoys trailing 30-40ft aft of flukes. Attachment point(s) and full configuration unknown. No resights.",NA,NA
"557","Line on fluke, attachment point(s) & full configuration unknown",NA,NA
"558","Free-swimming with buoys trailing. Attachment point(s) and configuration unknown.",NA,NA
"559","Free-swimming with orange float 40ft aft of flukes. Attachment point(s) & full configuration unknown. Resighted gear free 04Oct2018",NA,NA
"560","Free-swimming with unknown attachment point(s) and configuration. Partly disentangled after trailing gear fouled in prop of rec vessel. Animal towed boat backward for some distance.",NA,NA
"561","FREE-SWIMMING ANIMAL WITH PINK MONOFILAMENT GILLNET DRAPED OVER BACK; ANIMAL RESIGHTED OFF PALOS VERDES BAY CLUB LATER IN DAY. FINAL STATUS UNKNOWN, NET IDENTIFIED AS HALIBUT SET GILLNET GEAR FROM PHOTOS.",NA,NA
"562","LIVE HUMPBACK SIGHTED WITH CRAB GEAR WRAPPED AROUND RIGHT PECTORAL FLIPPER; OSU ATTEMPTS TO DISENTANGLE WHALE FAILED AS IT WAS TOO ACTIVE TO APPROACH CLOSELY ENOUGH. FINAL STATUS OF WHALE UNKNOWN.",NA,NA
"563","FREE-SWIMMING ANIMAL. YELLOW ROPE WRAPPED AROUND TAIL STOCK. WHALE SEEN AS RECENTLY AS 2018 GEAR FREE IN GOOD HEALTH.",NA,NA
"564","FREE-SWIMMING WITH 3 INDIVIDUAL ROPES DRAPED ACROSS DORSAL FIN AND EXTENDING TO AND AROUND FLUKES; ROPES = 0.5 INCHES IN DIAMETER, TWISTED, 3-STRAND, BLUE-GREEN IN COLOR; LINE LENGTH IN EXCESS OF 100 FEET (=TRAILING GEAR), MULTIPLE WRAPS / LOOPS, SEVERAL BALLS OF ROPE (RATS-NEST-LIKE). CASCADIA DATABASE NOTES PECTORAL FINS AND MOUTH ALSO INVOLVED IN ENTANGLEMENT. WHALE RESIGHTED GEAR FREE IN 2018.",NA,NA
"565","WHALE TRAILING CRAB POT GEAR (BUOYS & LINE) FROM CHIN AREA ON HEAD. GEAR TYPE CONFIRMED BY FISHERMAN. GEAR AMOUNT AND CONFIGURATION UNKNOWN. WHALE RESIGHTED IN 2016 GEAR FREE.",NA,NA
"566","HUMPBACK ENTANGLED IN CRAB GEAR OFF VANCOUVER ISLAND, BC ON 5/31/2008. THE ANIMAL WAS A 24 FT. 1-2 YEAR OLD. 6 OF THE 7 FLOATS WERE SUCCESSFULLY REMOVED (=RESCUE). FIVE FLOATS WERE RECOVERED, ALONG WITH 318 FEET OF LINE (=TRAILING GEAR). ALL OF THE GEAR WAS DOCUMENTED AND INVESTIGATED TO TRACK THE ORIGINATING LOCATION. 2 FLOATS WERE USED IN FISHING OPERATIONS AT THE MOUTH OF THE COLUMBIA RIVER, AND THE OTHER 3 WERE FROM FISHING EFFORTS OFF OF WILLAPA BAY, WA. UNKNOWN AMOUNT AND CONFIGURATION OF GEAR REMAINED ON WHALE. FINAL STATUS UNKNOWN.",NA,NA
"567","CALF-SIZED ANIMAL WITHOUT MOTHER PRESENT HAD MULTIPLE CRAB LINES ATTACHED AROUND THE PECTORAL FIN, MOUTH AND TRAILING BACK TO THE FLUKE. SCARS INDICATE IT HAD BEEN ENTANGLED FOR QUITE SOME TIME. MULTIPLE WRAPS. EVIDENCE OF HEALTH DECLINE DUE TO LONG-TERM SCARS AND AMOUNT AND CONFIGURATION OF GEAR.",NA,NA
"568","LIVE ANIMAL TRAILING POT/TRAP GEAR; GEAR CONFIGURATION AND AMOUNT UNKNOWN. FINAL STATUS UNKNOWN.",NA,NA
"569","FREE-SWIMMING ANIMAL; NECROTIC FLUKES HANGING FROM CAUDAL PEDUNCLE BY CONNECTIVE TISSUE; ANIMAL APPEARS TO BE VERY WEAK; FINAL STATUS UNKNOWN. DEEP LACERATION AND EVIDENCE OF HEALTH DECLINE. ALTHOUGH GEAR CONFIGURATION AND AMOUNT IS UNKNOWN, THE CONDITION OF THE FLUKES INDICATES THAT GEAR WAS TRAILING AT ONE TIME.",NA,NA
"570","ANIMAL ENTANGLED IN ACTIVE SWORDFISH DRIFT GILLNET; REPORT RECEIVED VIA MARINE MAMMAL AUTHORIZATION PROGRAM DATABASE; ANIMAL RELEASED FROM NET; UNDETERMINED AMOUNT OF TRAILING GEAR LEFT ON ANIMAL; FINAL STATUS UNKNOWN.",NA,NA
"571","FLUKES MISSING; GROOVE IN SKIN ACROSS VENTRAL EDGE OF CAUDAL PEDUNCLE AND PART WAY UP BOTH SIDES OF PEDUNCLE APPROXIMATELY 40 CENTIMETERS FROM SEVERED END, INDICATING ROPE ENTANGLEMENT; CARCASS EXAMINED BY HSU-VM. AMOUNT AND CONFIGURATION OF ORIGINAL GEAR UNKNOWN, THOUGH CONSTRICTING ENTANGLEMENT CAN BE INFERRED FROM MISSING FLUKES.",NA,NA
"572","FREE-SWIMMING ANIMAL WITH BROWN NETTING WRAPPED AROUND LEFT PECTORAL FIN; REPORT RECEIVED VIA SWFSC ON SCENE DURING RESEARCH CRUISE. FINAL STATUS UNKNOWN.",NA,NA
"573","JUVENILE HUMPBACK WHALE ENTANGLED FROM HEAD TO FLUKES IN CRAB POT GEAR WITH ORANGE FLOATS SW OF DESTRUCTION ISLAND. VIDEO OF DISENTANGLEMENT ATTEMPT SHOWS WHALE TO BE RELATIVELY IMMOBILE AND UNABLE TO SWIM AND SURFACE NORMALLY, CONSTRICTING ENTANGLEMENT. DISENTANGLEMENT / RESCUE TEAM WAS ABLE TO REMOVE SOME GEAR FROM BODY AND FLUKES, BUT GEAR REMAINED ON FLIPPER. RADIO BEACON ATTACHED TO REMAINING GEAR TO ASSIST IN RELOCATING WHALE FOR ADDITIONAL DISENTANGLEMENT EFFORT. WHALE NOT RELOCATED. GEAR CONFIRMED BY WDFW AS WA COASTAL CRAB POT / TRAP GEAR. FINAL OUTCOME UNKNOWN.",NA,NA
"574","35-40 FT. HUMPBACK WHALE WITH A YELLOW CRAB POT TRAILING BEHIND THE ANIMAL. ANIMAL OBSERVED FOR 15 MINUTES AND MOVING IN A NW DIRECTION AT 2 KNOTS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"575","GREEN FISH NETTING WRAPPED AROUND THE MID SECTION OF THE ANIMAL, CUTTING INTO THE FLESH. REPORT CAME IN FROM A DIVE BOAT BUT A FISHERMAN SAID THERE WAS SUPPOSEDLY SOME BLUE LINE TOO. THE ENTANGLEMENT DID NOT SEEM TO BE AFFECTING THE WHALE'S ABILITY TO SWIM OR DIVE. NO RESPONSE EFFORT ATTEMPTED. EVIDENCE OF CONSTRICTING GEAR TIGHTLY WRAPPED AROUND ANIMAL. FINAL OUTCOME UNKNOWN.",NA,NA
"576","CARCASS INITIALLY SEEN OFFSHORE IN LINCOLN COUNTY, MULTIPLE YELLOW AND RED FLOATS ATTACHED. GEAR WAS IDENTIFIED AS OREGON DUNGENESS CRAB FISHERY GEAR FROM BUOY NUMBERS AFTER ANIMAL CAME ASHORE. ALSO GEAR FROM WASHINGTON DUNGENESS FISHERY WAS ON SAME ANIMAL. CARCASS CAME ASHORE IN COOS COUNTY.",NA,NA
"577","LINES AND BUOYS EXTENDING FROM CAUDAL PEDUNCLE (=TRAILING GEAR). SIGHTING REPORTED BY U.S. COAST GUARD HELICOPTER CREW. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"578","ADULT HUMPBACK WHALE WITH AT LEAST 3 TIGHT WRAPS OF MODERATE GAUGE, GREEN LINE AROUND MIDBODY. ANIMAL HAS LINE SCAR FORWARD ACROSS BODY BEHIND BLOWHOLES. OVERALL CONDITION OF THE ANIMAL IS GOOD. CONSTRICTING ENTANGLEMENT.",NA,NA
"579","HUMPBACK WHALE TRAILING RED LINE SEEN DRAPED OVER ITS FLUKES. ENTANGLEMENT LIKELY ORIGINATES FROM MOUTH OR FLIPPER(S). AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"580","3/8"" GREEN LINE WRAPPED AROUND RIGHT PECTORAL FIN AT INSERTION; 3 BUOYS INVOLVED IN ENTANGLEMENT; LINE TRAILS TO ~1 FT PAST FLUKES ENDING IN EITHER LOOP OR BITTER ENDS; GOOD BODY CONDITION. WHEEZY BLOWS; WITH OTHER ANIMALS; FEEDING, APPROACHING BOAT (CURIOUS); PARTIAL SELF-RELEASE; 2 BUOYS OBSERVED WITH 12-15 FT OF LINE FREE-FLOATING, NOT COLLECTED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. WHALE SEEEN GEAR FREE IN 2019.",NA,NA
"581","APPROX. 40' HUMPBACK WHALE WITH ROPES AND ""CRAB POTS"" WRAPPED AROUND THE FLUKES. ANIMAL ACTIVE AND SWIMMING NORTH, NO RESIGHT, NO RESPONSE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"582","JUVENILE WHALE ENTANGLED IN AND TRAILING CRAB POTS WITH TWO OTHER WHALES SWIMMING NEARBY. OBSERVATIONS INDICATED WHALE COULD NOT TRAVEL MUCH IF AT ALL. EVIDENCE OF BEING ANCHORED. NO COLOR OF THE FLOATS OR WHERE ON THE BODY THEY WERE LOCATED. PHOTOS DO NOT SHOW GEAR BUT CONFIRM SPECIES. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"583","TRAILING A RED AND WHITE BUOY OFF THE RIGHT SIDE AND DID NOT SEE ANY LINES WRAPPED AROUND THE BODY. HEADED SOUTH WHEN LAST SIGHTED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. POSSESSION BAR, MUKILTEO, WA.",NA,NA
"584","ORIGINALLY SIGHTED IN BRITISH COLUMBIA ON JULY 31, 2011 WITH A RECREATIONAL CRAB POT GEAR LINE AND BUOY TRAILING 15-25 FEET BEHIND THE ANIMAL. HAD BEEN SEEN IN ACTIVE PASS AND OFF POINT ROBERTS BEFORE THIS SIGHTING. ANIMAL WAS REPORTED AS DETERIORATING IN CONDITION. SEEN ON AUGUST 25TH IN FALSE BAY OFF THE WEST SIDE OF SAN JUAN ISLAND. SERIOUS INJURY PRORATE VALUE OF 1 DUE TO HEALTH DECLINE.",NA,NA
"585","ENTANGLED IN ""CRAB POTS""; ANIMAL HEADING SSE AT A FEW KNOTS; NO RESIGHTS, NO RESPONSE; FINAL OUTCOME UNKNOWN. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"586","DIVE BOAT REPORTED A 25-FOOT HUMPBACK WHALE ENTANGLED IN LINE WITH A OBLONG ORANGE BUOY TRAILING 10 - 15 FEET BEHIND THE ANIMAL. ANIMAL IS MOBILE AND HEADING TOWARDS NW. INJURIES AT BASE OF CAUDAL PEDUNCLE AND ALONG LEADING EDGE OF FLUKES; INJURIES LOOK OLDER WITH SOME GROWTH ON TIP OF FLUKE. RESIGHTED 5/14 AND 5/15; NO RESPONSE ATTEMPTED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"587","SUBADULT, 35-FOOT, HUMPBACK WHALE REPORTED BY MULTIPLE PARTIES LATE IN THE DAY ENTANGLED IN APPROXIMATELY 1/2"", YELLOW LINE AROUND TAIL AND PECTORAL FLIPPERS. ANIMAL HEADING WEST IN HEAVY SEA STATE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL STATUS UNKNOWN.",NA,NA
"588","REPORTED TO HAVE LINES WRAPPED AROUND THE TAIL WITH SEVERAL BUOYS. FISHERMAN ON SCENE CUT ALL BOUYS AND AS MUCH LINE AS POSSIBLE FROM THE ANIMAL WHILE IT ""REMAINED COMPLACENT AT THE SURFACE."" SOME LINE WAS NOT REMOVED FROM THE WHALE FROM THE TAIL AREA AND WAS REPORTED AS BEING ""EXHAUSTED BUT HEALTHY."" AFTER DISENTANGLMENT THE WHALE STARTED MOVING SLOWLY SOUTHWARD. NO CONFIRMATION THAT ALL GEAR WAS REMOVED, GEAR AMOUNT AND CONFIGURATION UKNOWN. FINAL OUTCOME UNKNOWN. NEAR NETARTS, OR.",NA,NA
"589","CDFW DUNGENESS CRAB TRAP + 200 FT OF LINE; FISHERMEN SET GEAR IN MONTEREY BAY. RESPONSE EFFORT INITIATED ON 4-27 IN MONTEREY, SATELLITE TAG APPLIED TO WHALE TO ALLOW TRACKING. WEATHER DID NOT ALLOW FOR DISENTANGLEMENT EFFORT IMMEDIATELY AND WHALE WAS TRACKED TO SANTA BARBARA, WHERE ON 14 MAY IT IS COMPLETELY DISENTANGLED BY WHALE ENTANGLEMENT TEAM (=RESCUE). DEEP LACERATION IS NOTED ON CAUDAL PEDUNCLE AND IS APPARENT FROM PHOTOS. GEAR DESCRIBED AS WRAPPED TIGHTLY AND TWISTED AROUND FLUKES THREE TIMES (=MULTIPLE WRAPS). ANIMAL WAS RESIGHTED IN JUNE 2014 IN MONTEREY AND INJURY WAS NO LONGER CONSIDERED LIFE-THREATENING.",NA,NA
"590","MULTIPLE WRAPS. CONSTRICTING GEAR OF MODERATE GAUGE, LIKELY BLUE STEEL LINE, AROUND BODY AND LIKELY AROUND RIGHT PECTORAL FLIPPER, SUCH THAT THE RIGHT FLIPPER IS PULLED LATERALLY AND UP TOWARDS THE SURFACE. ANIMAL ASSESSED BUT NO RESPONSE. POTENTIALLY LIFE THREATENING ENTANGLEMENT. DESCRIBED AS CRAB POT GEAR ON MARINELIFESTUDIES.ORG NARRATIVE. CLASSIFIED AS 'L2' DUE TO DESCRIPTION OF GEAR BEING TIGHTLY WRAPPED AROUND ANIMAL. FINAL OUTCOME UNKNOWN.",NA,NA
"591","SUCCESSFUL DISENTANGLEMENT OF WHALE BY CASCADIA RESEARCH (=RESCUE). WHEN ENCOUNTERED, WHALE WAS IMMOBILIZED BY GEAR AROUND TAILSTOCK AND FLUKES (=ANCHORED). WHALE WAS DESCRIBED AS ONLY MOVING VERTICALLY IN THE WATER COLUMN, WITH LITTLE HORIZONTAL MOVEMENT. THE WHALE SWAM RAPIDLY AWAY AFTER DISENTANGLEMENT AND WAS NOT RESIGHTED. GEAR POSITIVELY-IDENTIFIED AS OREGON CRAB POT GEAR BY BUOY NUMBER. GEAR HAD BEEN SET 50 MILES SOUTH OF WHERE WHALE WAS ENCOUNTERED APPROXIMATELY ONE WEEK PRIOR. ANIMAL LIKELY TO HAVE RECOVERED BASED ON BEHAVIOR UPON RELEASE AND RELATIVELY SHORT TIME SPAN OF ENTANGLEMENT (1 WEEK).",NA,NA
"592","TRAILING SIGNIFICANT AMOUNT OF GEAR OFF PISMO BEACH; HEADING SLOWLY NORTH; POSSIBLY LIFE THREATENING; NO IMMEDIATE RESPONSE POSSIBLE DUE TO WEATHER. SEVERITY OF ENTANGLEMENT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
